Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,RealProfit
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,946.764,6,0.7,-694.2936,-694
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,94.68,9,0,31.2444,31
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,23.67,3,0,0.9468,1
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Phones,1091.168,4,0.2,68.198,68
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,18.69,7,0,5.2332,5
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Tables,568.728,3,0.2,28.4364,28
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,7.312,1,0.2,2.5592,3
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,147.568,2,0.2,-3.6892,-4
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,56.784,7,0.2,20.5842,21
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,5.607,3,0.7,-3.9249,-4
Standard Class,Corporate,United States,Tallahassee,Florida,32303,South,Office Supplies,Art,6.576,3,0.2,0.5754,1
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,14.304,6,0.2,4.6488,5
Standard Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,119.833,1,0.15,7.049,7
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,5.56,2,0,2.224,2
Standard Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0,15.552,16
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,9.84,3,0,2.8536,3
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,2.78,1,0,0.7228,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,3.64,1,0.2,1.365,1
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,881.93,7,0,220.4825,220
Standard Class,Corporate,United States,Marion,Iowa,52302,Central,Office Supplies,Binders,115.84,8,0,54.4448,54
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,107.648,2,0.2,33.64,34
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Technology,Accessories,199.95,5,0,63.984,64
Second Class,Consumer,United States,Pine Bluff,Arkansas,71603,South,Office Supplies,Paper,12.96,2,0,6.2208,6
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Chairs,60.89,1,0,15.2225,15
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Labels,14.94,3,0,6.8724,7
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,9.64,2,0,4.4344,4
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Furniture,Furnishings,332.94,3,0,53.2704,53
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Binders,51.9,3,0,24.393,24
Second Class,Consumer,United States,Columbia,Missouri,65203,Central,Office Supplies,Storage,64.96,2,0,2.5984,3
Second Class,Consumer,United States,Aberdeen,South Dakota,57401,Central,Office Supplies,Supplies,25.5,3,0,6.63,7
Same Day,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,215.976,3,0.2,-2.6997,-3
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,389.97,3,0,35.0973,35
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,269.91,5,0.1,53.982,54
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,11.673,3,0.7,-7.782,-8
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,64.848,7,0.2,24.318,24
First Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,14.56,2,0,5.5328,6
Same Day,Consumer,United States,Freeport,New York,11520,East,Furniture,Chairs,102.582,1,0.1,6.8388,7
Same Day,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Paper,20.04,3,0,9.6192,10
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,32.088,7,0.2,11.2308,11
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,4305.552,6,0.2,1453.1238,1453
Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,10.02,3,0,4.4088,4
Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,631.96,4,0,303.3408,303
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,1577.94,3,0,757.4112,757
Same Day,Corporate,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Art,255.85,7,0,112.574,113
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Office Supplies,Storage,184.704,6,0.2,13.8528,14
Second Class,Corporate,United States,Delray Beach,Florida,33445,South,Technology,Accessories,47.92,2,0.2,11.98,12
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,15.936,4,0.2,5.1792,5
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,8.001,7,0.7,-5.6007,-6
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,398.972,2,0.3,-28.498,-28
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Bookcases,163.88,2,0,40.97,41
Standard Class,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Appliances,67.9,5,0,20.37,20
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Office Supplies,Paper,72.224,4,0.2,25.2784,25
Second Class,Consumer,United States,Fort Collins,Colorado,80525,West,Office Supplies,Labels,11.696,2,0.2,3.9474,4
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Furniture,Chairs,392.94,3,0,43.2234,43
First Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,18.176,1,0.2,4.7712,5
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,6.888,3,0.8,-11.0208,-11
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Tables,457.485,3,0.3,-84.9615,-85
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,1079.316,6,0.3,-15.4188,-15
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,48.91,1,0,22.9877,23
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Art,9.84,3,0,2.8536,3
First Class,Consumer,United States,Dover,Delaware,19901,East,Office Supplies,Binders,34.5,3,0,15.525,16
Same Day,Corporate,United States,Waco,Texas,76706,Central,Office Supplies,Binders,0.556,1,0.8,-0.9452,-1
Second Class,Consumer,United States,Hagerstown,Maryland,21740,East,Office Supplies,Binders,43.8,6,0,20.586,21
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,13.872,3,0.2,5.0286,5
Standard Class,Corporate,United States,Cleveland,Ohio,44105,East,Furniture,Bookcases,115.96,4,0.5,-64.9376,-65
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Accessories,41.424,2,0.2,8.2848,8
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,244.768,4,0.2,24.4768,24
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,74.352,3,0.2,6.5058,7
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,-7
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Furniture,Chairs,56.686,1,0.3,-20.245,-20
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Technology,Phones,97.968,2,0.2,6.123,6
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Art,7.872,3,0.2,0.8856,1
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Paper,15.552,3,0.2,5.4432,5
Second Class,Corporate,United States,Mcallen,Texas,78501,Central,Office Supplies,Binders,1.476,1,0.8,-2.2878,-2
Standard Class,Home Office,United States,Santa Fe,New Mexico,87505,West,Office Supplies,Art,8.4,5,0,2.184,2
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,6.56,2,0,1.9024,2
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,14.88,2,0,3.72,4
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,45.48,4,0,15.918,16
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,25.44,6,0,9.9216,10
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,146.688,8,0.2,45.84,46
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,2
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,63.488,4,0.2,4.7616,5
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Storage,418.32,7,0,117.1296,117
Same Day,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,123.858,2,0.1,46.7908,47
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,118.782,3,0.4,-27.7158,-28
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Supplies,769.184,4,0.2,-163.4516,-163
Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Technology,Accessories,47.904,1,0.2,-2.994,-3
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,13.36,2,0,6.4128,6
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,163.764,2,0.1,25.4744,25
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,183.92,4,0,31.2664,31
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,11.376,3,0.6,-5.688,-6
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,66.112,4,0.6,-84.2928,-84
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,211.04,8,0,97.0784,97
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,594.816,2,0.2,59.4816,59
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,72.96,3,0.2,23.712,24
First Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,80.96,4,0,34.8128,35
First Class,Consumer,United States,Edmonds,Washington,98026,West,Technology,Phones,455.712,2,0.2,34.1784,34
First Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Art,25.98,1,0,7.2744,7
First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Appliances,45.28,4,0,15.3952,15
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,15.56,2,0,7.3132,7
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,859.2,3,0.2,75.18,75
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Appliances,195.68,4,0,50.8768,51
Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Fasteners,14.2,4,0,6.674,7
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Furniture,Bookcases,314.352,3,0.2,-15.7176,-16
First Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Labels,4.608,2,0.2,1.4976,1
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Fasteners,17.9,5,0,8.771,9
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,2.992,1,0.2,1.122,1
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,20.064,6,0.2,7.0224,7
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.73,3,0,68.9631,69
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,18.75,5,0,9,9
Second Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,117.576,3,0.2,11.7576,12
Standard Class,Home Office,United States,Riverside,California,92503,West,Office Supplies,Binders,51.184,7,0.2,19.194,19
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Tables,455.97,5,0.4,-106.393,-106
First Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Binders,5.715,5,0.7,-4.7625,-5
First Class,Home Office,United States,Troy,Ohio,45373,East,Technology,Phones,57.594,1,0.4,-11.5188,-12
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Furnishings,30.144,2,0.2,8.2896,8
First Class,Home Office,United States,Troy,Ohio,45373,East,Furniture,Chairs,899.43,5,0.3,-12.849,-13
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,842.72,8,0,202.2528,202
Standard Class,Consumer,United States,Moreno Valley,California,92553,West,Furniture,Furnishings,41.96,2,0,10.9096,11
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,13.216,4,0.2,4.4604,4
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Chairs,184.752,3,0.2,-20.7846,-21
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,520.464,2,0.3,-14.8704,-15
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,11.424,3,0.2,3.7128,4
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,19.44,3,0,9.3312,9
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.64,2,0,1.0192,1
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,18.54,2,0,8.7138,9
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,43.12,5,0.2,15.092,15
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Tables,313.722,3,0.4,-99.3453,-99
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,45.98,1,0,7.8166,8
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,428.68,7,0,0,0
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,30.576,6,0.2,10.3194,10
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,13.02,7,0,0.3906,0
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,22.14,3,0,6.4206,6
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Storage,359.32,4,0,7.1864,7
First Class,Consumer,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,11.56,2,0,5.6644,6
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,68.48,2,0.2,25.68,26
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Storage,1676.88,6,0,83.844,84
First Class,Corporate,United States,Lakewood,New Jersey,8701,East,Office Supplies,Paper,37.94,2,0,18.2112,18
Second Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,272.97,3,0,43.6752,44
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,41.568,4,0.2,-4.1568,-4
First Class,Corporate,United States,Columbus,Ohio,43229,East,Furniture,Chairs,317.058,3,0.3,-86.0586,-86
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,8.04,5,0.2,2.9145,3
Standard Class,Consumer,United States,Pasadena,California,91104,West,Technology,Phones,419.944,7,0.2,52.493,52
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Supplies,61.38,6,0,15.9588,16
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,50,2,0,10.5,11
Standard Class,Consumer,United States,East Orange,New Jersey,7017,East,Technology,Accessories,31.8,3,0,13.674,14
Standard Class,Corporate,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Storage,32.56,2,0,8.4656,8
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,7.072,2,0.2,2.3868,2
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,45.528,3,0.2,15.9348,16
Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Chairs,64.784,1,0.2,6.4784,6
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,424.272,2,0.2,-10.6068,-11
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Art,1.344,1,0.2,0.504,1
Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,83.92,5,0.2,-1.049,-1
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,25.92,4,0,12.4416,12
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Furnishings,120.576,8,0.2,33.1584,33
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,79.92,4,0,37.5624,38
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Paper,12.28,1,0,5.7716,6
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Appliances,542.94,3,0,152.0232,152
Standard Class,Consumer,United States,Burlington,Vermont,5408,East,Office Supplies,Envelopes,2.04,1,0,0.9588,1
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,228.92,5,0.2,14.3075,14
First Class,Corporate,United States,Aurora,Illinois,60505,Central,Technology,Phones,7.992,1,0.2,2.5974,3
Same Day,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,582.336,8,0.2,-29.1168,-29
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,629.95,5,0,157.4875,157
First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,631.782,2,0.1,140.396,140
First Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,801.568,2,0.2,-10.0196,-10
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Labels,75.18,6,0,35.3346,35
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,30.98,1,0,8.0548,8
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,1349.91,9,0,661.4559,661
Standard Class,Consumer,United States,Arlington Heights,Illinois,60004,Central,Office Supplies,Art,14.112,6,0.2,1.2348,1
Standard Class,Consumer,United States,Newport News,Virginia,23602,South,Office Supplies,Envelopes,31.12,4,0,14.6264,15
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,4.272,2,0.2,0.9612,1
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,209.148,2,0.4,-66.2302,-66
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,1591.02,6,0,286.3836,286
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,7.92,5,0.2,1.683,2
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Machines,574.91,2,0.3,156.047,156
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,8.448,2,0.2,2.64,3
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,1071,9,0,171.36,171
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,12.07,1,0,3.9831,4
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,3.273,1,0.7,-2.5093,-3
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,87.92,5,0.2,15.386,15
Second Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Storage,104.696,1,0.2,6.5435,7
First Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Chairs,2803.92,5,0.2,0,0
First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,6.816,2,0.8,-11.5872,-12
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Phones,249.584,2,0.2,15.599,16
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,17.94,3,0,8.7906,9
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Furnishings,10.11,3,0,3.2352,3
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,10.368,2,0.2,3.6288,4
Standard Class,Home Office,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,11.952,3,0.2,4.0338,4
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,15.224,2,0.8,-38.8212,-39
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,21.984,6,0.8,-56.0592,-56
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,604.752,6,0.2,60.4752,60
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Supplies,40.7,5,0,11.803,12
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,302.376,3,0.2,37.797,38
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,45,3,0,4.95,5
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,3785.292,6,0.1,420.588,421
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.4,5,0,13.452,13
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,199.9,5,0,39.98,40
Standard Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,1212.96,8,0.3,-69.312,-69
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Technology,Phones,1099.96,5,0.2,82.497,82
Standard Class,Corporate,United States,Dallas,Texas,75081,Central,Furniture,Tables,103.481,1,0.3,-16.2613,-16
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,5.904,2,0.2,1.9926,2
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Technology,Accessories,30.08,2,0.2,-5.264,-5
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Paper,36.288,7,0.2,12.7008,13
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Art,10.272,3,0.2,1.1556,1
Standard Class,Consumer,United States,Peoria,Arizona,85345,West,Technology,Accessories,252.8,4,0.2,-31.6,-32
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,2.946,2,0.7,-2.0622,-2
Standard Class,Consumer,United States,Oceanside,California,92054,West,Office Supplies,Paper,12.96,2,0,6.2208,6
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,285.576,4,0.4,-57.1152,-57
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Supplies,22.24,2,0.2,2.502,3
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,14.62,2,0,6.7252,7
Second Class,Consumer,United States,Kent,Ohio,44240,East,Office Supplies,Appliances,48.36,5,0.2,6.045,6
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,16.256,2,0.2,1.2192,1
Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Phones,219.184,2,0.2,19.1786,19
First Class,Corporate,United States,Coppell,Texas,75019,Central,Technology,Phones,95.84,4,0.2,34.742,35
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,12.39,3,0,5.6994,6
Standard Class,Consumer,United States,Lawrence,Indiana,46226,Central,Office Supplies,Paper,35.88,6,0,16.146,16
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,477.3,5,0,138.417,138
Standard Class,Home Office,United States,Redmond,Washington,98052,West,Office Supplies,Labels,12.32,4,0,5.9136,6
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,8.608,2,0.2,3.0128,3
Standard Class,Home Office,United States,Spokane,Washington,99207,West,Office Supplies,Storage,136.26,9,0,5.4504,5
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,186.15,3,0,55.845,56
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,81.792,6,0.2,26.5824,27
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,47.19,3,0,13.6851,14
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,36.784,2,0.2,-8.2764,-8
Second Class,Home Office,United States,Chattanooga,Tennessee,37421,South,Technology,Machines,91.475,1,0.5,-1.8295,-2
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Technology,Accessories,27.192,3,0.2,0.3399,0
Standard Class,Corporate,United States,Greensboro,North Carolina,27405,South,Office Supplies,Binders,12.06,5,0.7,-10.05,-10
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,144.6,3,0,41.934,42
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,15.992,1,0.2,-2.9985,-3
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,34.44,3,0,17.22,17
Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Phones,321.552,6,0.2,20.097,20
Second Class,Corporate,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,701.96,2,0,168.4704,168
First Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,19.456,4,0.2,3.4048,3
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,17.28,6,0,7.9488,8
Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,31.96,2,0,1.598,2
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,164.688,6,0.2,55.5822,56
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,166.5,2,0.4,-66.6,-67
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,12.96,2,0,6.2208,6
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,110.96,2,0,53.2608,53
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,99.98,2,0,3.9992,4
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,11.424,1,0.2,3.7128,4
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,128.124,2,0.1,24.2012,24
Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,101.4,5,0,38.532,39
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,5.904,2,0.2,1.9926,2
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,173.488,7,0.2,54.215,54
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,51.56,2,0.6,-61.872,-62
Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,-6
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Fasteners,13.16,5,0.2,4.1125,4
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders,3.828,3,0.8,-6.5076,-7
Standard Class,Consumer,United States,Oswego,Illinois,60543,Central,Office Supplies,Binders,304.99,5,0.8,-533.7325,-534
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,18.16,2,0.2,1.816,2
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,319.984,2,0.2,91.9954,92
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,19.68,6,0,6.4944,6
